species,dex,family,base_aspects,source_resolver,texture,base_texture,alpha_iou,status,reason
cloyster,91,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0091_cloyster/1_cloyster_base.json,,,,rejected,effect_only_or_no_texture
cloyster,91,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0091_cloyster/1_cloyster_base.json,,,,rejected,effect_only_or_no_texture
cloyster,91,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0091_cloyster/1_cloyster_base.json,,,,rejected,effect_only_or_no_texture
cloyster,91,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0091_cloyster/1_cloyster_base.json,,,,rejected,effect_only_or_no_texture
cloyster,91,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0091_cloyster/1_cloyster_base.json,,,,rejected,effect_only_or_no_texture
cloyster,91,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0091_cloyster/1_cloyster_base.json,,,,rejected,effect_only_or_no_texture
cloyster,91,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0091_cloyster/1_cloyster_base.json,,,,rejected,effect_only_or_no_texture
gastly,92,mythical_blazing,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_blazing.png,cobblemon:textures/pokemon/0092_gastly/gastly.png,1.000000,accepted,strict_native_uv_match
gastly,92,mythical_blazing,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_shiny_blazing.png,cobblemon:textures/pokemon/0092_gastly/gastly_shiny.png,0.931264,rejected,alpha_layout_below_0.97
gastly,92,mythical_rainbow,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_rainbow.png,cobblemon:textures/pokemon/0092_gastly/gastly.png,-1.000000,rejected,dimension_mismatch_128x128_vs_32x32
gastly,92,mythical_rainbow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_shiny_rainbow.png,cobblemon:textures/pokemon/0092_gastly/gastly_shiny.png,-1.000000,rejected,dimension_mismatch_128x128_vs_32x32
gastly,92,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_gilded.png,cobblemon:textures/pokemon/0092_gastly/gastly.png,1.000000,accepted,strict_native_uv_match
gastly,92,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_shiny_gilded.png,cobblemon:textures/pokemon/0092_gastly/gastly_shiny.png,0.931264,rejected,alpha_layout_below_0.97
gastly,92,mythical_smp_v2,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_smp_v2.png,cobblemon:textures/pokemon/0092_gastly/gastly.png,0.969027,rejected,alpha_layout_below_0.97
gastly,92,mythical_smp_v2,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_shiny_smp_v2.png,cobblemon:textures/pokemon/0092_gastly/gastly_shiny.png,0.924138,rejected,alpha_layout_below_0.97
gastly,92,mythical_ominous,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_ominous.png,cobblemon:textures/pokemon/0092_gastly/gastly.png,-1.000000,rejected,dimension_mismatch_64x64_vs_32x32
gastly,92,mythical_ominous,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_shiny_ominous.png,cobblemon:textures/pokemon/0092_gastly/gastly_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_32x32
gastly,92,mythical_slime,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_slime.png,cobblemon:textures/pokemon/0092_gastly/gastly.png,-1.000000,rejected,dimension_mismatch_128x128_vs_32x32
gastly,92,mythical_slime,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,mythicalcobbled:textures/pokemon/0092_gastly/gastly_shiny_slime.png,cobblemon:textures/pokemon/0092_gastly/gastly_shiny.png,-1.000000,rejected,dimension_mismatch_128x128_vs_32x32
gastly,92,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,,,,rejected,effect_only_or_no_texture
gastly,92,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,,,,rejected,effect_only_or_no_texture
gastly,92,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,,,,rejected,effect_only_or_no_texture
gastly,92,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,,,,rejected,effect_only_or_no_texture
gastly,92,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,,,,rejected,effect_only_or_no_texture
gastly,92,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,,,,rejected,effect_only_or_no_texture
gastly,92,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0092_gastly/1_gastly_base.json,,,,rejected,effect_only_or_no_texture
haunter,93,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_gilded.png,cobblemon:textures/pokemon/0093_haunter/haunter.png,1.000000,accepted,strict_native_uv_match
haunter,93,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_shiny_gilded.png,cobblemon:textures/pokemon/0093_haunter/haunter_shiny.png,1.000000,accepted,strict_native_uv_match
haunter,93,mythical_blazing,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_blazing.png,cobblemon:textures/pokemon/0093_haunter/haunter.png,1.000000,accepted,strict_native_uv_match
haunter,93,mythical_blazing,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_shiny_blazing.png,cobblemon:textures/pokemon/0093_haunter/haunter_shiny.png,1.000000,accepted,strict_native_uv_match
haunter,93,mythical_rainbow,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_rainbow.png,cobblemon:textures/pokemon/0093_haunter/haunter.png,-1.000000,rejected,dimension_mismatch_128x128_vs_128x64
haunter,93,mythical_rainbow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_shiny_rainbow.png,cobblemon:textures/pokemon/0093_haunter/haunter_shiny.png,-1.000000,rejected,dimension_mismatch_128x128_vs_128x64
haunter,93,mythical_smp_v2,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_smp_v2.png,cobblemon:textures/pokemon/0093_haunter/haunter.png,0.820448,rejected,alpha_layout_below_0.97
haunter,93,mythical_smp_v2,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_shiny_smp_v2.png,cobblemon:textures/pokemon/0093_haunter/haunter_shiny.png,0.820448,rejected,alpha_layout_below_0.97
haunter,93,mythical_ominous,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_ominous.png,cobblemon:textures/pokemon/0093_haunter/haunter.png,-1.000000,rejected,dimension_mismatch_128x128_vs_128x64
haunter,93,mythical_ominous,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_shiny_ominous.png,cobblemon:textures/pokemon/0093_haunter/haunter_shiny.png,-1.000000,rejected,dimension_mismatch_128x128_vs_128x64
haunter,93,mythical_slime,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_slime.png,cobblemon:textures/pokemon/0093_haunter/haunter.png,-1.000000,rejected,dimension_mismatch_256x256_vs_128x64
haunter,93,mythical_slime,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,mythicalcobbled:textures/pokemon/0093_haunter/haunter_shiny_slime.png,cobblemon:textures/pokemon/0093_haunter/haunter_shiny.png,-1.000000,rejected,dimension_mismatch_256x256_vs_128x64
haunter,93,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,,,,rejected,effect_only_or_no_texture
haunter,93,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,,,,rejected,effect_only_or_no_texture
haunter,93,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,,,,rejected,effect_only_or_no_texture
haunter,93,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,,,,rejected,effect_only_or_no_texture
haunter,93,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,,,,rejected,effect_only_or_no_texture
haunter,93,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,,,,rejected,effect_only_or_no_texture
haunter,93,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0093_haunter/1_haunter_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_gilded.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,1.000000,accepted,strict_native_uv_match
gengar,94,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_shiny_gilded.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,0.992661,accepted,strict_native_uv_match
gengar,94,mythical_blazing,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_blazing.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,1.000000,accepted,strict_native_uv_match
gengar,94,mythical_blazing,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_shiny_blazing.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,0.992661,accepted,strict_native_uv_match
gengar,94,mythical_rainbow,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_rainbow.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,0.997560,accepted,strict_native_uv_match
gengar,94,mythical_rainbow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_shiny_rainbow.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,0.990238,accepted,strict_native_uv_match
gengar,94,mythical_christmas,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_christmas.png,,,rejected,custom_model_or_poser
gengar,94,mythical_christmas,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_shiny_christmas.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,-1.000000,rejected,dimension_mismatch_256x256_vs_128x128
gengar,94,mythical_smp_v2,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_smp_v2.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,,rejected,source_texture_missing
gengar,94,mythical_smp_v2,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_shiny_smp_v2.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,0.870906,rejected,alpha_layout_below_0.97
gengar,94,mythical_ominous,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_ominous.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,0.991999,accepted,strict_native_uv_match
gengar,94,mythical_ominous,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_shiny_ominous.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,0.998658,accepted,strict_native_uv_match
gengar,94,mythical_slime,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_slime.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,-1.000000,rejected,dimension_mismatch_256x256_vs_128x128
gengar,94,mythical_slime,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_shiny_slime.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,-1.000000,rejected,dimension_mismatch_256x256_vs_128x128
gengar,94,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/1_gengar_base.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_smp_v2,mega,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_mega_smp_v2.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,-1.000000,rejected,dimension_mismatch_256x256_vs_128x128
gengar,94,mythical_smp_v2,"mega,shiny",assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,mythicalcobbled:textures/pokemon/0094_gengar/gengar_mega_shiny_smp_v2.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,-1.000000,rejected,dimension_mismatch_256x256_vs_128x128
gengar,94,mythical_slime,mega,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,mythicalcobbled:textures/pokemon/0094_gengar/mega_gengar_slime.png,cobblemon:textures/pokemon/0094_gengar/gengar.png,-1.000000,rejected,dimension_mismatch_1024x1024_vs_128x128
gengar,94,mythical_slime,"mega,shiny",assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,mythicalcobbled:textures/pokemon/0094_gengar/mega_gengar_shiny_slime.png,cobblemon:textures/pokemon/0094_gengar/gengar_shiny.png,-1.000000,rejected,dimension_mismatch_1024x1024_vs_128x128
gengar,94,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,,,,rejected,effect_only_or_no_texture
gengar,94,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0094_gengar/2_gengar_mega.json,,,,rejected,effect_only_or_no_texture
onix,95,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,mythicalcobbled:textures/pokemon/0095_onix/onix_gilded.png,cobblemon:textures/pokemon/0095_onix/onix.png,-1.000000,rejected,dimension_mismatch_256x128_vs_128x128
onix,95,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,mythicalcobbled:textures/pokemon/0095_onix/onix_shiny_gilded.png,cobblemon:textures/pokemon/0095_onix/onix_shiny.png,-1.000000,rejected,dimension_mismatch_256x128_vs_128x128
onix,95,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,,,,rejected,effect_only_or_no_texture
onix,95,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,,,,rejected,effect_only_or_no_texture
onix,95,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,,,,rejected,effect_only_or_no_texture
onix,95,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,,,,rejected,effect_only_or_no_texture
onix,95,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,,,,rejected,effect_only_or_no_texture
onix,95,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,,,,rejected,effect_only_or_no_texture
onix,95,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0095_onix/1_onix_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,mythicalcobbled:textures/pokemon/0096_drowzee/drowzee_gilded.png,cobblemon:textures/pokemon/0096_drowzee/drowzee.png,1.000000,accepted,strict_native_uv_match
drowzee,96,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,mythicalcobbled:textures/pokemon/0096_drowzee/drowzee_shiny_gilded.png,cobblemon:textures/pokemon/0096_drowzee/drowzee_shiny.png,1.000000,accepted,strict_native_uv_match
drowzee,96,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,,,,rejected,effect_only_or_no_texture
drowzee,96,mythical_ominous,,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,mythicalcobbled:textures/pokemon/0096_drowzee/drowzee_ominous.png,cobblemon:textures/pokemon/0096_drowzee/drowzee.png,-1.000000,rejected,dimension_mismatch_128x64_vs_64x64
drowzee,96,mythical_ominous,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0096_drowzee/1_drowzee_base.json,mythicalcobbled:textures/pokemon/0096_drowzee/drowzee_shiny_ominous.png,cobblemon:textures/pokemon/0096_drowzee/drowzee_shiny.png,-1.000000,rejected,dimension_mismatch_128x64_vs_64x64
hypno,97,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,mythicalcobbled:textures/pokemon/0097_hypno/hypno_gilded.png,cobblemon:textures/pokemon/0097_hypno/hypno.png,1.000000,accepted,strict_native_uv_match
hypno,97,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,mythicalcobbled:textures/pokemon/0097_hypno/hypno_shiny_gilded.png,cobblemon:textures/pokemon/0097_hypno/hypno_shiny.png,1.000000,accepted,strict_native_uv_match
hypno,97,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,,,,rejected,effect_only_or_no_texture
hypno,97,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,,,,rejected,effect_only_or_no_texture
hypno,97,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,,,,rejected,effect_only_or_no_texture
hypno,97,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,,,,rejected,effect_only_or_no_texture
hypno,97,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,,,,rejected,effect_only_or_no_texture
hypno,97,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,,,,rejected,effect_only_or_no_texture
hypno,97,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,,,,rejected,effect_only_or_no_texture
hypno,97,mythical_ominous,,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,mythicalcobbled:textures/pokemon/0097_hypno/hypno_ominous.png,cobblemon:textures/pokemon/0097_hypno/hypno.png,-1.000000,rejected,dimension_mismatch_128x64_vs_128x128
hypno,97,mythical_ominous,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0097_hypno/2_hypno_base.json,mythicalcobbled:textures/pokemon/0097_hypno/hypno_shiny_ominous.png,cobblemon:textures/pokemon/0097_hypno/hypno_shiny.png,-1.000000,rejected,dimension_mismatch_128x64_vs_128x128
krabby,98,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,mythicalcobbled:textures/pokemon/0098_krabby/krabby_gilded.png,cobblemon:textures/pokemon/0098_krabby/krabby.png,1.000000,accepted,strict_native_uv_match
krabby,98,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,mythicalcobbled:textures/pokemon/0098_krabby/krabby_shiny_gilded.png,cobblemon:textures/pokemon/0098_krabby/krabby_shiny.png,1.000000,accepted,strict_native_uv_match
krabby,98,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,,,,rejected,effect_only_or_no_texture
krabby,98,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,,,,rejected,effect_only_or_no_texture
krabby,98,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,,,,rejected,effect_only_or_no_texture
krabby,98,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,,,,rejected,effect_only_or_no_texture
krabby,98,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,,,,rejected,effect_only_or_no_texture
krabby,98,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,,,,rejected,effect_only_or_no_texture
krabby,98,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0098_krabby/1_krabby_base.json,,,,rejected,effect_only_or_no_texture
kingler,99,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,mythicalcobbled:textures/pokemon/0099_kingler/kingler_gilded.png,cobblemon:textures/pokemon/0099_kingler/kingler.png,-1.000000,rejected,dimension_mismatch_128x128_vs_64x64
kingler,99,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,mythicalcobbled:textures/pokemon/0099_kingler/kingler_shiny_gilded.png,cobblemon:textures/pokemon/0099_kingler/kingler_shiny.png,-1.000000,rejected,dimension_mismatch_128x128_vs_64x64
kingler,99,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,,,,rejected,effect_only_or_no_texture
kingler,99,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,,,,rejected,effect_only_or_no_texture
kingler,99,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,,,,rejected,effect_only_or_no_texture
kingler,99,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,,,,rejected,effect_only_or_no_texture
kingler,99,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,,,,rejected,effect_only_or_no_texture
kingler,99,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,,,,rejected,effect_only_or_no_texture
kingler,99,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0099_kingler/1_kingler_base.json,,,,rejected,effect_only_or_no_texture
voltorb,100,mythical_smp,,assets/cobblemon/bedrock/pokemon/resolvers/0100_voltorb/1_voltorb_base.json,mythicalcobbled:textures/pokemon/0100_voltorb/voltorb_ball.png,cobblemon:textures/pokemon/0100_voltorb/voltorb.png,-1.000000,rejected,dimension_mismatch_32x32_vs_64x64
voltorb,100,mythical_smp,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0100_voltorb/1_voltorb_base.json,mythicalcobbled:textures/pokemon/0100_voltorb/voltorb_shiny_ball.png,cobblemon:textures/pokemon/0100_voltorb/voltorb_shiny.png,-1.000000,rejected,dimension_mismatch_32x32_vs_64x64
